Project Name,Package Name,Type Name,Code Smell,Method Name
2020.9,com.graphhopper,GHRequest,Insufficient Modularization,
2020.9,com.graphhopper,ResponsePath,Insufficient Modularization,
2020.9,com.graphhopper,Trip,Deficient Encapsulation,
2020.9,com.graphhopper,Leg,Unutilized Abstraction,
2020.9,com.graphhopper,Leg,Deficient Encapsulation,
2020.9,com.graphhopper,Stop,Unutilized Abstraction,
2020.9,com.graphhopper,Stop,Deficient Encapsulation,
2020.9,com.graphhopper,WalkLeg,Unutilized Abstraction,
2020.9,com.graphhopper,WalkLeg,Deficient Encapsulation,
2020.9,com.graphhopper,PtLeg,Unutilized Abstraction,
2020.9,com.graphhopper,PtLeg,Deficient Encapsulation,
2020.9,com.graphhopper,GraphHopper,Insufficient Modularization,
2020.9,com.graphhopper,GraphHopper,Hub-like Modularization,
2020.9,com.graphhopper,GraphHopperAPITest,Unutilized Abstraction,
2020.9,com.graphhopper,GraphHopperProfileTest,Unutilized Abstraction,
2020.9,com.graphhopper,GraphHopperProfileTest,Insufficient Modularization,
2020.9,com.graphhopper,RepeatStatement,Unutilized Abstraction,
2020.9,com.graphhopper,AnotherAgencyIT,Unutilized Abstraction,
2020.9,com.graphhopper,ExtendedRouteTypeIT,Unutilized Abstraction,
2020.9,com.graphhopper,GraphHopperGtfsIT,Unutilized Abstraction,
2020.9,com.graphhopper,GraphHopperGtfsIT,Insufficient Modularization,
2020.9,com.graphhopper,GraphHopperMultimodalIT,Unutilized Abstraction,
2020.9,com.graphhopper,RealtimeIT,Unutilized Abstraction,
2020.9,com.graphhopper,RealtimeIT,Insufficient Modularization,
2020.9,com.graphhopper,GraphHopperTest,Deficient Encapsulation,
2020.9,com.graphhopper,GraphHopperTest,Insufficient Modularization,
2020.9,com.graphhopper,Junit4To5Assertions,Unutilized Abstraction,
2020.9,com.graphhopper,Junit4To5Assertions,Insufficient Modularization,
2020.9,com.graphhopper.json.geo,JsonFeatureCollectionTest,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,AbstractPathDetailsBuilder,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,AverageSpeedDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,AverageSpeedDetails,Broken Hierarchy,
2020.9,com.graphhopper.util.details,DecimalDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,DecimalDetails,Broken Hierarchy,
2020.9,com.graphhopper.util.details,DistanceDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,EdgeIdDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,EdgeKeyDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,EnumDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,EnumDetails,Broken Hierarchy,
2020.9,com.graphhopper.util.details,IntDetails,Unutilized Abstraction,
2020.9,com.graphhopper.util.details,IntDetails,Broken Hierarchy,
