Project Name,Package Name,Type Name,Code Smell,Method Name
2021.9,com.graphhopper.api,GHMatrixSyncRequester,Unutilized Abstraction,
2021.9,com.graphhopper.api,GHMRequest,Insufficient Modularization,
2021.9,com.graphhopper.api,GraphHopperMatrixWeb,Deficient Encapsulation,
2021.9,com.graphhopper.api,GraphHopperWeb,Deficient Encapsulation,
2021.9,com.graphhopper.api,GzipRequestInterceptor,Unutilized Abstraction,
2021.9,com.graphhopper.api,MatrixResponse,Deficient Encapsulation,
2021.9,com.graphhopper.api,MatrixResponse,Insufficient Modularization,
2021.9,com.graphhopper.api,PointPair,Deficient Encapsulation,
2021.9,com.graphhopper.api,Examples,Unutilized Abstraction,
2021.9,com.graphhopper.api,GHMatrixBatchTest,Unutilized Abstraction,
2021.9,com.graphhopper.api,GHMatrixSyncTest,Unutilized Abstraction,
2021.9,com.graphhopper.api,GHMRequestTest,Unutilized Abstraction,
2021.9,com.graphhopper.api,GraphHopperWebTest,Unutilized Abstraction,
2021.9,com.graphhopper.api.model,GHGeocodingEntry,Insufficient Modularization,
2021.9,com.graphhopper.api.model,GHGeocodingResponseRepresentationTest,Unutilized Abstraction,
2021.9,com.graphhopper.apache.commons.collections,IntFloatBinaryHeapTest,Unutilized Abstraction,
2021.9,com.graphhopper.apache.commons.lang3,StringUtilsTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,BTreeEntry,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHLongObjectHashMap,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHObjectIntHashMap,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHTBitSet,Unutilized Abstraction,
2021.9,com.graphhopper.coll,AbstractMyBitSetTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,BinaryHeapTestInterface,Unutilized Abstraction,
2021.9,com.graphhopper.coll,BitSetImplTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHLongIntBTreeTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHSortedCollectionTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHTBitSetTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,GHTreeMapComposedTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,MinHeapWithUpdateTest,Unutilized Abstraction,
2021.9,com.graphhopper.coll,OSMIDMapTest,Unutilized Abstraction,
2021.9,com.graphhopper.geohash,SpatialKeyAlgoTest,Unutilized Abstraction,
2021.9,com.graphhopper,GraphHopper,Insufficient Modularization,
2021.9,com.graphhopper,GraphHopper,Hub-like Modularization,
2021.9,com.graphhopper,GraphHopperProfileTest,Unutilized Abstraction,
2021.9,com.graphhopper,GraphHopperProfileTest,Insufficient Modularization,
2021.9,com.graphhopper,GraphHopperTest,Deficient Encapsulation,
2021.9,com.graphhopper,GraphHopperTest,Insufficient Modularization,
