Project Name,Package Name,Type Name,Code Smell,Method Name
2019.6,com.google.android.gms.appdatasearch,CorpusStatus,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,PIMEUpdate,Unnecessary Abstraction,
2019.6,com.google.android.gms.appdatasearch,PIMEUpdate,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,PIMEUpdateResponse,Unutilized Abstraction,
2019.6,com.google.android.gms.appdatasearch,PIMEUpdateResponse,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,QuerySpecification,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,RequestIndexingSpecification,Unnecessary Abstraction,
2019.6,com.google.android.gms.appdatasearch,RequestIndexingSpecification,Unutilized Abstraction,
2019.6,com.google.android.gms.appdatasearch,RequestIndexingSpecification,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,SearchResults,Unnecessary Abstraction,
2019.6,com.google.android.gms.appdatasearch,SearchResults,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,SuggestionResults,Unutilized Abstraction,
2019.6,com.google.android.gms.appdatasearch,SuggestionResults,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,SuggestSpecification,Unutilized Abstraction,
2019.6,com.google.android.gms.appdatasearch,SuggestSpecification,Deficient Encapsulation,
2019.6,com.google.android.gms.appdatasearch,UsageInfo,Unnecessary Abstraction,
2019.6,com.google.android.gms.appdatasearch,UsageInfo,Unutilized Abstraction,
2019.6,com.google.android.gms.appdatasearch,UsageInfo,Deficient Encapsulation,
2019.6,com.google.android.gms.auth,AccountChangeEvent,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth,AccountChangeEvent,Unutilized Abstraction,
2019.6,com.google.android.gms.auth,AccountChangeEvent,Deficient Encapsulation,
2019.6,com.google.android.gms.auth,AccountChangeEventsRequest,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth,AccountChangeEventsRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth,AccountChangeEventsRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth,AccountChangeEventsResponse,Unutilized Abstraction,
2019.6,com.google.android.gms.auth,AccountChangeEventsResponse,Deficient Encapsulation,
2019.6,com.google.android.gms.auth,TokenData,Unutilized Abstraction,
2019.6,com.google.android.gms.auth,TokenData,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials,Credential,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials,Builder,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials,Builder,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials,Builder,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials,CredentialPickerConfig,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials,CredentialRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials,CredentialRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials,IdToken,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials,IdToken,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials.internal,DeleteRequest,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,DeleteRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,DeleteRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials.internal,GeneratePasswordRequest,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,GeneratePasswordRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,GeneratePasswordRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.api.credentials.internal,SaveRequest,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,SaveRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.api.credentials.internal,SaveRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.firstparty.dataservice,AccountRecoveryGuidanceRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.firstparty.dataservice,AccountRecoveryGuidanceRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.firstparty.dataservice,AccountRemovalRequest,Unutilized Abstraction,
2019.6,com.google.android.gms.auth.firstparty.dataservice,AccountRemovalRequest,Deficient Encapsulation,
2019.6,com.google.android.gms.auth.firstparty.dataservice,ConfirmCredentialsRequest,Unnecessary Abstraction,
2019.6,com.google.android.gms.auth.firstparty.dataservice,ConfirmCredentialsRequest,Unutilized Abstraction,
